interacting_pair	variable	pvalue	mean	part1	part2	tissue	Type1	Type2	Type	cell1	cell2
3006	ACKR3_CXCL12	CD8_TEM.CD8_TEM	1	0	CD8_TEM	CD8_TEM	Bladder_cDNA	CD8_TEM	CD8_TEM	CD8_CD8	CD8	CD8
3007	ACKR3_CXCL12	CD8_TEM.CD8_TRM	1	0	CD8_TEM	CD8_TRM	Bladder_cDNA	CD8_TEM	CD8_TRM	CD8_CD8	CD8	CD8
3008	ACKR3_CXCL12	CD8_TEM.DC	1	0	CD8_TEM	DC	Bladder_cDNA	CD8_TEM	DC	CD8_Myeloid	CD8	Myeloid
3009	ACKR3_CXCL12	CD8_TEM.Epi_FABP4	1	0	CD8_TEM	Epi_FABP4	Bladder_cDNA	CD8_TEM	Epi	CD8_Epi	CD8	Epi
3010	ACKR3_CXCL12	CD8_TEM.Fib	1	0	CD8_TEM	Fib	Bladder_cDNA	CD8_TEM	Fib	CD8_Fib	CD8	Fib
3011	ACKR3_CXCL12	CD8_TEM.FibSmo	1	0	CD8_TEM	FibSmo	Bladder_cDNA	CD8_TEM	FibSmo	CD8_FibSmo	CD8	FibSmo
3012	ACKR3_CXCL12	CD8_TEM.Mac	1	0	CD8_TEM	Mac	Bladder_cDNA	CD8_TEM	Mac	CD8_Myeloid	CD8	Myeloid
3013	ACKR3_CXCL12	CD8_TEM.Mon	1	0	CD8_TEM	Mon	Bladder_cDNA	CD8_TEM	Mon	CD8_Myeloid	CD8	Myeloid
3014	ACKR3_CXCL12	CD8_TEM.NK	1	0	CD8_TEM	NK	Bladder_cDNA	CD8_TEM	NK	CD8_NK	CD8	NK
3015	ACKR3_CXCL12	CD8_TEM.Smo	1	0	CD8_TEM	Smo	Bladder_cDNA	CD8_TEM	Smo	CD8_Smo	CD8	Smo
3016	ACKR3_CXCL12	CD8_TRM.BEC	1	0	CD8_TRM	BEC	Bladder_cDNA	CD8_TRM	BEC	CD8_Endo	CD8	Endo
3017	ACKR3_CXCL12	CD8_TRM.CD4_TCM	1	0	CD8_TRM	CD4_TCM	Bladder_cDNA	CD8_TRM	CD4_TCM	CD8_CD4	CD8	CD4
3018	ACKR3_CXCL12	CD8_TRM.CD4_Th1	1	0	CD8_TRM	CD4_Th1	Bladder_cDNA	CD8_TRM	CD4_Th1	CD8_CD4	CD8	CD4
3019	ACKR3_CXCL12	CD8_TRM.CD4_TRM	1	0	CD8_TRM	CD4_TRM	Bladder_cDNA	CD8_TRM	CD4_TRM	CD8_CD4	CD8	CD4
3020	ACKR3_CXCL12	CD8_TRM.CD8_TEFF	1	0	CD8_TRM	CD8_TEFF	Bladder_cDNA	CD8_TRM	CD8_TEFF	CD8_CD8	CD8	CD8
3021	ACKR3_CXCL12	CD8_TRM.CD8_TEM	1	0	CD8_TRM	CD8_TEM	Bladder_cDNA	CD8_TRM	CD8_TEM	CD8_CD8	CD8	CD8
3022	ACKR3_CXCL12	CD8_TRM.CD8_TRM	1	0	CD8_TRM	CD8_TRM	Bladder_cDNA	CD8_TRM	CD8_TRM	CD8_CD8	CD8	CD8
3023	ACKR3_CXCL12	CD8_TRM.DC	1	0	CD8_TRM	DC	Bladder_cDNA	CD8_TRM	DC	CD8_Myeloid	CD8	Myeloid
3024	ACKR3_CXCL12	CD8_TRM.Epi_FABP4	1	0	CD8_TRM	Epi_FABP4	Bladder_cDNA	CD8_TRM	Epi	CD8_Epi	CD8	Epi
3025	ACKR3_CXCL12	CD8_TRM.Fib	1	0	CD8_TRM	Fib	Bladder_cDNA	CD8_TRM	Fib	CD8_Fib	CD8	Fib
3026	ACKR3_CXCL12	CD8_TRM.FibSmo	1	0	CD8_TRM	FibSmo	Bladder_cDNA	CD8_TRM	FibSmo	CD8_FibSmo	CD8	FibSmo
3027	ACKR3_CXCL12	CD8_TRM.Mac	1	0	CD8_TRM	Mac	Bladder_cDNA	CD8_TRM	Mac	CD8_Myeloid	CD8	Myeloid
3028	ACKR3_CXCL12	CD8_TRM.Mon	1	0	CD8_TRM	Mon	Bladder_cDNA	CD8_TRM	Mon	CD8_Myeloid	CD8	Myeloid
3029	ACKR3_CXCL12	CD8_TRM.NK	1	0	CD8_TRM	NK	Bladder_cDNA	CD8_TRM	NK	CD8_NK	CD8	NK
3030	ACKR3_CXCL12	CD8_TRM.Smo	1	0	CD8_TRM	Smo	Bladder_cDNA	CD8_TRM	Smo	CD8_Smo	CD8	Smo
3031	ACKR3_CXCL12	DC.BEC	1	0	DC	BEC	Bladder_cDNA	DC	BEC	Myeloid_Endo	Myeloid	Endo
3032	ACKR3_CXCL12	DC.CD4_TCM	1	0	DC	CD4_TCM	Bladder_cDNA	DC	CD4_TCM	Myeloid_CD4	Myeloid	CD4
3033	ACKR3_CXCL12	DC.CD4_Th1	1	0	DC	CD4_Th1	Bladder_cDNA	DC	CD4_Th1	Myeloid_CD4	Myeloid	CD4
3034	ACKR3_CXCL12	DC.CD4_TRM	1	0	DC	CD4_TRM	Bladder_cDNA	DC	CD4_TRM	Myeloid_CD4	Myeloid	CD4
3035	ACKR3_CXCL12	DC.CD8_TEFF	1	0	DC	CD8_TEFF	Bladder_cDNA	DC	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
3036	ACKR3_CXCL12	DC.CD8_TEM	1	0	DC	CD8_TEM	Bladder_cDNA	DC	CD8_TEM	Myeloid_CD8	Myeloid	CD8
3037	ACKR3_CXCL12	DC.CD8_TRM	1	0	DC	CD8_TRM	Bladder_cDNA	DC	CD8_TRM	Myeloid_CD8	Myeloid	CD8
3038	ACKR3_CXCL12	DC.DC	1	0	DC	DC	Bladder_cDNA	DC	DC	Myeloid_Myeloid	Myeloid	Myeloid
3039	ACKR3_CXCL12	DC.Epi_FABP4	1	0	DC	Epi_FABP4	Bladder_cDNA	DC	Epi	Myeloid_Epi	Myeloid	Epi
3040	ACKR3_CXCL12	DC.Fib	1	0	DC	Fib	Bladder_cDNA	DC	Fib	Myeloid_Fib	Myeloid	Fib
3041	ACKR3_CXCL12	DC.FibSmo	1	0	DC	FibSmo	Bladder_cDNA	DC	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
3042	ACKR3_CXCL12	DC.Mac	1	0	DC	Mac	Bladder_cDNA	DC	Mac	Myeloid_Myeloid	Myeloid	Myeloid
3043	ACKR3_CXCL12	DC.Mon	1	0	DC	Mon	Bladder_cDNA	DC	Mon	Myeloid_Myeloid	Myeloid	Myeloid
3044	ACKR3_CXCL12	DC.NK	1	0	DC	NK	Bladder_cDNA	DC	NK	Myeloid_NK	Myeloid	NK
3045	ACKR3_CXCL12	DC.Smo	1	0	DC	Smo	Bladder_cDNA	DC	Smo	Myeloid_Smo	Myeloid	Smo
3046	ACKR3_CXCL12	Epi_FABP4.BEC	1	0	Epi_FABP4	BEC	Bladder_cDNA	Epi	BEC	Epi_Endo	Epi	Endo
3047	ACKR3_CXCL12	Epi_FABP4.CD4_TCM	1	0	Epi_FABP4	CD4_TCM	Bladder_cDNA	Epi	CD4_TCM	Epi_CD4	Epi	CD4
3048	ACKR3_CXCL12	Epi_FABP4.CD4_Th1	1	0	Epi_FABP4	CD4_Th1	Bladder_cDNA	Epi	CD4_Th1	Epi_CD4	Epi	CD4
3049	ACKR3_CXCL12	Epi_FABP4.CD4_TRM	1	0	Epi_FABP4	CD4_TRM	Bladder_cDNA	Epi	CD4_TRM	Epi_CD4	Epi	CD4
3050	ACKR3_CXCL12	Epi_FABP4.CD8_TEFF	1	0	Epi_FABP4	CD8_TEFF	Bladder_cDNA	Epi	CD8_TEFF	Epi_CD8	Epi	CD8
3051	ACKR3_CXCL12	Epi_FABP4.CD8_TEM	1	0	Epi_FABP4	CD8_TEM	Bladder_cDNA	Epi	CD8_TEM	Epi_CD8	Epi	CD8
3052	ACKR3_CXCL12	Epi_FABP4.CD8_TRM	1	0	Epi_FABP4	CD8_TRM	Bladder_cDNA	Epi	CD8_TRM	Epi_CD8	Epi	CD8
3053	ACKR3_CXCL12	Epi_FABP4.DC	1	0	Epi_FABP4	DC	Bladder_cDNA	Epi	DC	Epi_Myeloid	Epi	Myeloid
3054	ACKR3_CXCL12	Epi_FABP4.Epi_FABP4	1	0	Epi_FABP4	Epi_FABP4	Bladder_cDNA	Epi	Epi	Epi_Epi	Epi	Epi
3055	ACKR3_CXCL12	Epi_FABP4.Fib	1	0	Epi_FABP4	Fib	Bladder_cDNA	Epi	Fib	Epi_Fib	Epi	Fib
3056	ACKR3_CXCL12	Epi_FABP4.FibSmo	1	0	Epi_FABP4	FibSmo	Bladder_cDNA	Epi	FibSmo	Epi_FibSmo	Epi	FibSmo
3057	ACKR3_CXCL12	Epi_FABP4.Mac	1	0	Epi_FABP4	Mac	Bladder_cDNA	Epi	Mac	Epi_Myeloid	Epi	Myeloid
3058	ACKR3_CXCL12	Epi_FABP4.Mon	1	0	Epi_FABP4	Mon	Bladder_cDNA	Epi	Mon	Epi_Myeloid	Epi	Myeloid
3059	ACKR3_CXCL12	Epi_FABP4.NK	1	0	Epi_FABP4	NK	Bladder_cDNA	Epi	NK	Epi_NK	Epi	NK
3060	ACKR3_CXCL12	Epi_FABP4.Smo	1	0	Epi_FABP4	Smo	Bladder_cDNA	Epi	Smo	Epi_Smo	Epi	Smo
3061	ACKR3_CXCL12	Fib.BEC	0	0.509	Fib	BEC	Bladder_cDNA	Fib	BEC	Fib_Endo	Fib	Endo
3062	ACKR3_CXCL12	Fib.CD4_TCM	1	0.268	Fib	CD4_TCM	Bladder_cDNA	Fib	CD4_TCM	Fib_CD4	Fib	CD4
3063	ACKR3_CXCL12	Fib.CD4_Th1	1	0	Fib	CD4_Th1	Bladder_cDNA	Fib	CD4_Th1	Fib_CD4	Fib	CD4
3064	ACKR3_CXCL12	Fib.CD4_TRM	1	0.262	Fib	CD4_TRM	Bladder_cDNA	Fib	CD4_TRM	Fib_CD4	Fib	CD4
3065	ACKR3_CXCL12	Fib.CD8_TEFF	1	0	Fib	CD8_TEFF	Bladder_cDNA	Fib	CD8_TEFF	Fib_CD8	Fib	CD8
3066	ACKR3_CXCL12	Fib.CD8_TEM	1	0.272	Fib	CD8_TEM	Bladder_cDNA	Fib	CD8_TEM	Fib_CD8	Fib	CD8
3067	ACKR3_CXCL12	Fib.CD8_TRM	1	0.258	Fib	CD8_TRM	Bladder_cDNA	Fib	CD8_TRM	Fib_CD8	Fib	CD8
3068	ACKR3_CXCL12	Fib.DC	1	0.284	Fib	DC	Bladder_cDNA	Fib	DC	Fib_Myeloid	Fib	Myeloid
3069	ACKR3_CXCL12	Fib.Epi_FABP4	1	0.268	Fib	Epi_FABP4	Bladder_cDNA	Fib	Epi	Fib_Epi	Fib	Epi
3070	ACKR3_CXCL12	Fib.Fib	0	1.24	Fib	Fib	Bladder_cDNA	Fib	Fib	Fib_Fib	Fib	Fib
3071	ACKR3_CXCL12	Fib.FibSmo	0	0.817	Fib	FibSmo	Bladder_cDNA	Fib	FibSmo	Fib_FibSmo	Fib	FibSmo
3072	ACKR3_CXCL12	Fib.Mac	0	0.449	Fib	Mac	Bladder_cDNA	Fib	Mac	Fib_Myeloid	Fib	Myeloid
3073	ACKR3_CXCL12	Fib.Mon	1	0.245	Fib	Mon	Bladder_cDNA	Fib	Mon	Fib_Myeloid	Fib	Myeloid
3074	ACKR3_CXCL12	Fib.NK	1	0.269	Fib	NK	Bladder_cDNA	Fib	NK	Fib_NK	Fib	NK
3075	ACKR3_CXCL12	Fib.Smo	0	0.584	Fib	Smo	Bladder_cDNA	Fib	Smo	Fib_Smo	Fib	Smo
3076	ACKR3_CXCL12	FibSmo.BEC	1	0.301	FibSmo	BEC	Bladder_cDNA	FibSmo	BEC	FibSmo_Endo	FibSmo	Endo
3077	ACKR3_CXCL12	FibSmo.CD4_TCM	1	0.059	FibSmo	CD4_TCM	Bladder_cDNA	FibSmo	CD4_TCM	FibSmo_CD4	FibSmo	CD4
3078	ACKR3_CXCL12	FibSmo.CD4_Th1	1	0	FibSmo	CD4_Th1	Bladder_cDNA	FibSmo	CD4_Th1	FibSmo_CD4	FibSmo	CD4
3079	ACKR3_CXCL12	FibSmo.CD4_TRM	1	0.054	FibSmo	CD4_TRM	Bladder_cDNA	FibSmo	CD4_TRM	FibSmo_CD4	FibSmo	CD4
3080	ACKR3_CXCL12	FibSmo.CD8_TEFF	1	0	FibSmo	CD8_TEFF	Bladder_cDNA	FibSmo	CD8_TEFF	FibSmo_CD8	FibSmo	CD8
3081	ACKR3_CXCL12	FibSmo.CD8_TEM	1	0.064	FibSmo	CD8_TEM	Bladder_cDNA	FibSmo	CD8_TEM	FibSmo_CD8	FibSmo	CD8
3082	ACKR3_CXCL12	FibSmo.CD8_TRM	1	0.049	FibSmo	CD8_TRM	Bladder_cDNA	FibSmo	CD8_TRM	FibSmo_CD8	FibSmo	CD8
3083	ACKR3_CXCL12	FibSmo.DC	1	0.075	FibSmo	DC	Bladder_cDNA	FibSmo	DC	FibSmo_Myeloid	FibSmo	Myeloid
3084	ACKR3_CXCL12	FibSmo.Epi_FABP4	1	0.06	FibSmo	Epi_FABP4	Bladder_cDNA	FibSmo	Epi	FibSmo_Epi	FibSmo	Epi
3085	ACKR3_CXCL12	FibSmo.Fib	1	1.032	FibSmo	Fib	Bladder_cDNA	FibSmo	Fib	FibSmo_Fib	FibSmo	Fib
3086	ACKR3_CXCL12	FibSmo.FibSmo	1	0.609	FibSmo	FibSmo	Bladder_cDNA	FibSmo	FibSmo	FibSmo_FibSmo	FibSmo	FibSmo
3087	ACKR3_CXCL12	FibSmo.Mac	1	0.241	FibSmo	Mac	Bladder_cDNA	FibSmo	Mac	FibSmo_Myeloid	FibSmo	Myeloid
3088	ACKR3_CXCL12	FibSmo.Mon	1	0.037	FibSmo	Mon	Bladder_cDNA	FibSmo	Mon	FibSmo_Myeloid	FibSmo	Myeloid
3089	ACKR3_CXCL12	FibSmo.NK	1	0.06	FibSmo	NK	Bladder_cDNA	FibSmo	NK	FibSmo_NK	FibSmo	NK
3090	ACKR3_CXCL12	FibSmo.Smo	1	0.376	FibSmo	Smo	Bladder_cDNA	FibSmo	Smo	FibSmo_Smo	FibSmo	Smo
3091	ACKR3_CXCL12	Mac.BEC	1	0.282	Mac	BEC	Bladder_cDNA	Mac	BEC	Myeloid_Endo	Myeloid	Endo
3092	ACKR3_CXCL12	Mac.CD4_TCM	1	0.04	Mac	CD4_TCM	Bladder_cDNA	Mac	CD4_TCM	Myeloid_CD4	Myeloid	CD4
3093	ACKR3_CXCL12	Mac.CD4_Th1	1	0	Mac	CD4_Th1	Bladder_cDNA	Mac	CD4_Th1	Myeloid_CD4	Myeloid	CD4
3094	ACKR3_CXCL12	Mac.CD4_TRM	1	0.034	Mac	CD4_TRM	Bladder_cDNA	Mac	CD4_TRM	Myeloid_CD4	Myeloid	CD4
3095	ACKR3_CXCL12	Mac.CD8_TEFF	1	0	Mac	CD8_TEFF	Bladder_cDNA	Mac	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
3096	ACKR3_CXCL12	Mac.CD8_TEM	1	0.044	Mac	CD8_TEM	Bladder_cDNA	Mac	CD8_TEM	Myeloid_CD8	Myeloid	CD8
3097	ACKR3_CXCL12	Mac.CD8_TRM	1	0.03	Mac	CD8_TRM	Bladder_cDNA	Mac	CD8_TRM	Myeloid_CD8	Myeloid	CD8
3098	ACKR3_CXCL12	Mac.DC	1	0.056	Mac	DC	Bladder_cDNA	Mac	DC	Myeloid_Myeloid	Myeloid	Myeloid
3099	ACKR3_CXCL12	Mac.Epi_FABP4	1	0.041	Mac	Epi_FABP4	Bladder_cDNA	Mac	Epi	Myeloid_Epi	Myeloid	Epi
3100	ACKR3_CXCL12	Mac.Fib	1	1.013	Mac	Fib	Bladder_cDNA	Mac	Fib	Myeloid_Fib	Myeloid	Fib
3101	ACKR3_CXCL12	Mac.FibSmo	1	0.59	Mac	FibSmo	Bladder_cDNA	Mac	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
3102	ACKR3_CXCL12	Mac.Mac	1	0.221	Mac	Mac	Bladder_cDNA	Mac	Mac	Myeloid_Myeloid	Myeloid	Myeloid
3103	ACKR3_CXCL12	Mac.Mon	1	0.018	Mac	Mon	Bladder_cDNA	Mac	Mon	Myeloid_Myeloid	Myeloid	Myeloid
3104	ACKR3_CXCL12	Mac.NK	1	0.041	Mac	NK	Bladder_cDNA	Mac	NK	Myeloid_NK	Myeloid	NK
3105	ACKR3_CXCL12	Mac.Smo	1	0.357	Mac	Smo	Bladder_cDNA	Mac	Smo	Myeloid_Smo	Myeloid	Smo
3106	ACKR3_CXCL12	Mon.BEC	1	0.279	Mon	BEC	Bladder_cDNA	Mon	BEC	Myeloid_Endo	Myeloid	Endo
3107	ACKR3_CXCL12	Mon.CD4_TCM	1	0.038	Mon	CD4_TCM	Bladder_cDNA	Mon	CD4_TCM	Myeloid_CD4	Myeloid	CD4
3108	ACKR3_CXCL12	Mon.CD4_Th1	1	0	Mon	CD4_Th1	Bladder_cDNA	Mon	CD4_Th1	Myeloid_CD4	Myeloid	CD4
3109	ACKR3_CXCL12	Mon.CD4_TRM	1	0.032	Mon	CD4_TRM	Bladder_cDNA	Mon	CD4_TRM	Myeloid_CD4	Myeloid	CD4
3110	ACKR3_CXCL12	Mon.CD8_TEFF	1	0	Mon	CD8_TEFF	Bladder_cDNA	Mon	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
3111	ACKR3_CXCL12	Mon.CD8_TEM	1	0.042	Mon	CD8_TEM	Bladder_cDNA	Mon	CD8_TEM	Myeloid_CD8	Myeloid	CD8
3112	ACKR3_CXCL12	Mon.CD8_TRM	1	0.028	Mon	CD8_TRM	Bladder_cDNA	Mon	CD8_TRM	Myeloid_CD8	Myeloid	CD8
3113	ACKR3_CXCL12	Mon.DC	1	0.054	Mon	DC	Bladder_cDNA	Mon	DC	Myeloid_Myeloid	Myeloid	Myeloid
3114	ACKR3_CXCL12	Mon.Epi_FABP4	1	0.038	Mon	Epi_FABP4	Bladder_cDNA	Mon	Epi	Myeloid_Epi	Myeloid	Epi
3115	ACKR3_CXCL12	Mon.Fib	1	1.01	Mon	Fib	Bladder_cDNA	Mon	Fib	Myeloid_Fib	Myeloid	Fib
3116	ACKR3_CXCL12	Mon.FibSmo	1	0.587	Mon	FibSmo	Bladder_cDNA	Mon	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
3117	ACKR3_CXCL12	Mon.Mac	1	0.219	Mon	Mac	Bladder_cDNA	Mon	Mac	Myeloid_Myeloid	Myeloid	Myeloid
3118	ACKR3_CXCL12	Mon.Mon	1	0.015	Mon	Mon	Bladder_cDNA	Mon	Mon	Myeloid_Myeloid	Myeloid	Myeloid
3119	ACKR3_CXCL12	Mon.NK	1	0.039	Mon	NK	Bladder_cDNA	Mon	NK	Myeloid_NK	Myeloid	NK
3120	ACKR3_CXCL12	Mon.Smo	1	0.354	Mon	Smo	Bladder_cDNA	Mon	Smo	Myeloid_Smo	Myeloid	Smo
3121	ACKR3_CXCL12	NK.BEC	1	0	NK	BEC	Bladder_cDNA	NK	BEC	NK_Endo	NK	Endo
3122	ACKR3_CXCL12	NK.CD4_TCM	1	0	NK	CD4_TCM	Bladder_cDNA	NK	CD4_TCM	NK_CD4	NK	CD4
3123	ACKR3_CXCL12	NK.CD4_Th1	1	0	NK	CD4_Th1	Bladder_cDNA	NK	CD4_Th1	NK_CD4	NK	CD4
3124	ACKR3_CXCL12	NK.CD4_TRM	1	0	NK	CD4_TRM	Bladder_cDNA	NK	CD4_TRM	NK_CD4	NK	CD4
3125	ACKR3_CXCL12	NK.CD8_TEFF	1	0	NK	CD8_TEFF	Bladder_cDNA	NK	CD8_TEFF	NK_CD8	NK	CD8
3126	ACKR3_CXCL12	NK.CD8_TEM	1	0	NK	CD8_TEM	Bladder_cDNA	NK	CD8_TEM	NK_CD8	NK	CD8
3127	ACKR3_CXCL12	NK.CD8_TRM	1	0	NK	CD8_TRM	Bladder_cDNA	NK	CD8_TRM	NK_CD8	NK	CD8
3128	ACKR3_CXCL12	NK.DC	1	0	NK	DC	Bladder_cDNA	NK	DC	NK_Myeloid	NK	Myeloid
3129	ACKR3_CXCL12	NK.Epi_FABP4	1	0	NK	Epi_FABP4	Bladder_cDNA	NK	Epi	NK_Epi	NK	Epi
3130	ACKR3_CXCL12	NK.Fib	1	0	NK	Fib	Bladder_cDNA	NK	Fib	NK_Fib	NK	Fib
3131	ACKR3_CXCL12	NK.FibSmo	1	0	NK	FibSmo	Bladder_cDNA	NK	FibSmo	NK_FibSmo	NK	FibSmo
3132	ACKR3_CXCL12	NK.Mac	1	0	NK	Mac	Bladder_cDNA	NK	Mac	NK_Myeloid	NK	Myeloid
3133	ACKR3_CXCL12	NK.Mon	1	0	NK	Mon	Bladder_cDNA	NK	Mon	NK_Myeloid	NK	Myeloid
3134	ACKR3_CXCL12	NK.NK	1	0	NK	NK	Bladder_cDNA	NK	NK	NK_NK	NK	NK
3135	ACKR3_CXCL12	NK.Smo	1	0	NK	Smo	Bladder_cDNA	NK	Smo	NK_Smo	NK	Smo
3136	ACKR3_CXCL12	Smo.BEC	1	0.299	Smo	BEC	Bladder_cDNA	Smo	BEC	Smo_Endo	Smo	Endo
3137	ACKR3_CXCL12	Smo.CD4_TCM	1	0.058	Smo	CD4_TCM	Bladder_cDNA	Smo	CD4_TCM	Smo_CD4	Smo	CD4
3138	ACKR3_CXCL12	Smo.CD4_Th1	1	0	Smo	CD4_Th1	Bladder_cDNA	Smo	CD4_Th1	Smo_CD4	Smo	CD4
3139	ACKR3_CXCL12	Smo.CD4_TRM	1	0.052	Smo	CD4_TRM	Bladder_cDNA	Smo	CD4_TRM	Smo_CD4	Smo	CD4
3140	ACKR3_CXCL12	Smo.CD8_TEFF	1	0	Smo	CD8_TEFF	Bladder_cDNA	Smo	CD8_TEFF	Smo_CD8	Smo	CD8
3141	ACKR3_CXCL12	Smo.CD8_TEM	1	0.062	Smo	CD8_TEM	Bladder_cDNA	Smo	CD8_TEM	Smo_CD8	Smo	CD8
3142	ACKR3_CXCL12	Smo.CD8_TRM	1	0.048	Smo	CD8_TRM	Bladder_cDNA	Smo	CD8_TRM	Smo_CD8	Smo	CD8
3143	ACKR3_CXCL12	Smo.DC	1	0.073	Smo	DC	Bladder_cDNA	Smo	DC	Smo_Myeloid	Smo	Myeloid
3144	ACKR3_CXCL12	Smo.Epi_FABP4	1	0.058	Smo	Epi_FABP4	Bladder_cDNA	Smo	Epi	Smo_Epi	Smo	Epi
3145	ACKR3_CXCL12	Smo.Fib	1	1.03	Smo	Fib	Bladder_cDNA	Smo	Fib	Smo_Fib	Smo	Fib
3146	ACKR3_CXCL12	Smo.FibSmo	1	0.607	Smo	FibSmo	Bladder_cDNA	Smo	FibSmo	Smo_FibSmo	Smo	FibSmo
3147	ACKR3_CXCL12	Smo.Mac	1	0.239	Smo	Mac	Bladder_cDNA	Smo	Mac	Smo_Myeloid	Smo	Myeloid
3148	ACKR3_CXCL12	Smo.Mon	1	0.035	Smo	Mon	Bladder_cDNA	Smo	Mon	Smo_Myeloid	Smo	Myeloid
3149	ACKR3_CXCL12	Smo.NK	1	0.059	Smo	NK	Bladder_cDNA	Smo	NK	Smo_NK	Smo	NK
3150	ACKR3_CXCL12	Smo.Smo	1	0.374	Smo	Smo	Bladder_cDNA	Smo	Smo	Smo_Smo	Smo	Smo
3151	ACVR_1A2A receptor_BMP5	BEC.BEC	1	0.042	BEC	BEC	Bladder_cDNA	BEC	BEC	Endo_Endo	Endo	Endo
3152	ACVR_1A2A receptor_BMP5	BEC.CD4_TCM	1	0	BEC	CD4_TCM	Bladder_cDNA	BEC	CD4_TCM	Endo_CD4	Endo	CD4
3153	ACVR_1A2A receptor_BMP5	BEC.CD4_Th1	1	0	BEC	CD4_Th1	Bladder_cDNA	BEC	CD4_Th1	Endo_CD4	Endo	CD4
3154	ACVR_1A2A receptor_BMP5	BEC.CD4_TRM	1	0	BEC	CD4_TRM	Bladder_cDNA	BEC	CD4_TRM	Endo_CD4	Endo	CD4
3155	ACVR_1A2A receptor_BMP5	BEC.CD8_TEFF	1	0	BEC	CD8_TEFF	Bladder_cDNA	BEC	CD8_TEFF	Endo_CD8	Endo	CD8
3156	ACVR_1A2A receptor_BMP5	BEC.CD8_TEM	1	0.062	BEC	CD8_TEM	Bladder_cDNA	BEC	CD8_TEM	Endo_CD8	Endo	CD8
3157	ACVR_1A2A receptor_BMP5	BEC.CD8_TRM	1	0.039	BEC	CD8_TRM	Bladder_cDNA	BEC	CD8_TRM	Endo_CD8	Endo	CD8
3158	ACVR_1A2A receptor_BMP5	BEC.DC	1	0	BEC	DC	Bladder_cDNA	BEC	DC	Endo_Myeloid	Endo	Myeloid
3159	ACVR_1A2A receptor_BMP5	BEC.Epi_FABP4	1	0.036	BEC	Epi_FABP4	Bladder_cDNA	BEC	Epi	Endo_Epi	Endo	Epi
3160	ACVR_1A2A receptor_BMP5	BEC.Fib	1	0.085	BEC	Fib	Bladder_cDNA	BEC	Fib	Endo_Fib	Endo	Fib
3161	ACVR_1A2A receptor_BMP5	BEC.FibSmo	1	0.399	BEC	FibSmo	Bladder_cDNA	BEC	FibSmo	Endo_FibSmo	Endo	FibSmo
3162	ACVR_1A2A receptor_BMP5	BEC.Mac	1	0.038	BEC	Mac	Bladder_cDNA	BEC	Mac	Endo_Myeloid	Endo	Myeloid
3163	ACVR_1A2A receptor_BMP5	BEC.Mon	1	0	BEC	Mon	Bladder_cDNA	BEC	Mon	Endo_Myeloid	Endo	Myeloid
3164	ACVR_1A2A receptor_BMP5	BEC.NK	1	0.05	BEC	NK	Bladder_cDNA	BEC	NK	Endo_NK	Endo	NK
3165	ACVR_1A2A receptor_BMP5	BEC.Smo	1	0.05	BEC	Smo	Bladder_cDNA	BEC	Smo	Endo_Smo	Endo	Smo
3166	ACVR_1A2A receptor_BMP5	CD4_TCM.BEC	1	0.037	CD4_TCM	BEC	Bladder_cDNA	CD4_TCM	BEC	CD4_Endo	CD4	Endo
3167	ACVR_1A2A receptor_BMP5	CD4_TCM.CD4_TCM	1	0	CD4_TCM	CD4_TCM	Bladder_cDNA	CD4_TCM	CD4_TCM	CD4_CD4	CD4	CD4
3168	ACVR_1A2A receptor_BMP5	CD4_TCM.CD4_Th1	1	0	CD4_TCM	CD4_Th1	Bladder_cDNA	CD4_TCM	CD4_Th1	CD4_CD4	CD4	CD4
3169	ACVR_1A2A receptor_BMP5	CD4_TCM.CD4_TRM	1	0	CD4_TCM	CD4_TRM	Bladder_cDNA	CD4_TCM	CD4_TRM	CD4_CD4	CD4	CD4
3170	ACVR_1A2A receptor_BMP5	CD4_TCM.CD8_TEFF	1	0	CD4_TCM	CD8_TEFF	Bladder_cDNA	CD4_TCM	CD8_TEFF	CD4_CD8	CD4	CD8
3171	ACVR_1A2A receptor_BMP5	CD4_TCM.CD8_TEM	1	0.057	CD4_TCM	CD8_TEM	Bladder_cDNA	CD4_TCM	CD8_TEM	CD4_CD8	CD4	CD8
3172	ACVR_1A2A receptor_BMP5	CD4_TCM.CD8_TRM	1	0.033	CD4_TCM	CD8_TRM	Bladder_cDNA	CD4_TCM	CD8_TRM	CD4_CD8	CD4	CD8
3173	ACVR_1A2A receptor_BMP5	CD4_TCM.DC	1	0	CD4_TCM	DC	Bladder_cDNA	CD4_TCM	DC	CD4_Myeloid	CD4	Myeloid
3174	ACVR_1A2A receptor_BMP5	CD4_TCM.Epi_FABP4	1	0.031	CD4_TCM	Epi_FABP4	Bladder_cDNA	CD4_TCM	Epi	CD4_Epi	CD4	Epi
3175	ACVR_1A2A receptor_BMP5	CD4_TCM.Fib	1	0.079	CD4_TCM	Fib	Bladder_cDNA	CD4_TCM	Fib	CD4_Fib	CD4	Fib
