interacting_pair	variable	pvalue	mean	part1	part2	tissue	Type1	Type2	Type	cell1	cell2
1388	ACKR2_CCL28	CD4_Th1.DC	1	0	CD4_Th1	DC	Bladder_cDNA	CD4_Th1	DC	CD4_Myeloid	CD4	Myeloid
1389	ACKR2_CCL28	CD4_Th1.Epi_FABP4	1	0	CD4_Th1	Epi_FABP4	Bladder_cDNA	CD4_Th1	Epi	CD4_Epi	CD4	Epi
1390	ACKR2_CCL28	CD4_Th1.Fib	1	0	CD4_Th1	Fib	Bladder_cDNA	CD4_Th1	Fib	CD4_Fib	CD4	Fib
1391	ACKR2_CCL28	CD4_Th1.FibSmo	1	0	CD4_Th1	FibSmo	Bladder_cDNA	CD4_Th1	FibSmo	CD4_FibSmo	CD4	FibSmo
1392	ACKR2_CCL28	CD4_Th1.Mac	1	0	CD4_Th1	Mac	Bladder_cDNA	CD4_Th1	Mac	CD4_Myeloid	CD4	Myeloid
1393	ACKR2_CCL28	CD4_Th1.Mon	1	0	CD4_Th1	Mon	Bladder_cDNA	CD4_Th1	Mon	CD4_Myeloid	CD4	Myeloid
1394	ACKR2_CCL28	CD4_Th1.NK	1	0	CD4_Th1	NK	Bladder_cDNA	CD4_Th1	NK	CD4_NK	CD4	NK
1395	ACKR2_CCL28	CD4_Th1.Smo	1	0	CD4_Th1	Smo	Bladder_cDNA	CD4_Th1	Smo	CD4_Smo	CD4	Smo
1396	ACKR2_CCL28	CD4_TRM.BEC	1	0	CD4_TRM	BEC	Bladder_cDNA	CD4_TRM	BEC	CD4_Endo	CD4	Endo
1397	ACKR2_CCL28	CD4_TRM.CD4_TCM	1	0	CD4_TRM	CD4_TCM	Bladder_cDNA	CD4_TRM	CD4_TCM	CD4_CD4	CD4	CD4
1398	ACKR2_CCL28	CD4_TRM.CD4_Th1	1	0	CD4_TRM	CD4_Th1	Bladder_cDNA	CD4_TRM	CD4_Th1	CD4_CD4	CD4	CD4
1399	ACKR2_CCL28	CD4_TRM.CD4_TRM	1	0	CD4_TRM	CD4_TRM	Bladder_cDNA	CD4_TRM	CD4_TRM	CD4_CD4	CD4	CD4
1400	ACKR2_CCL28	CD4_TRM.CD8_TEFF	1	0	CD4_TRM	CD8_TEFF	Bladder_cDNA	CD4_TRM	CD8_TEFF	CD4_CD8	CD4	CD8
1401	ACKR2_CCL28	CD4_TRM.CD8_TEM	1	0	CD4_TRM	CD8_TEM	Bladder_cDNA	CD4_TRM	CD8_TEM	CD4_CD8	CD4	CD8
1402	ACKR2_CCL28	CD4_TRM.CD8_TRM	1	0	CD4_TRM	CD8_TRM	Bladder_cDNA	CD4_TRM	CD8_TRM	CD4_CD8	CD4	CD8
1403	ACKR2_CCL28	CD4_TRM.DC	1	0	CD4_TRM	DC	Bladder_cDNA	CD4_TRM	DC	CD4_Myeloid	CD4	Myeloid
1404	ACKR2_CCL28	CD4_TRM.Epi_FABP4	1	0	CD4_TRM	Epi_FABP4	Bladder_cDNA	CD4_TRM	Epi	CD4_Epi	CD4	Epi
1405	ACKR2_CCL28	CD4_TRM.Fib	1	0	CD4_TRM	Fib	Bladder_cDNA	CD4_TRM	Fib	CD4_Fib	CD4	Fib
1406	ACKR2_CCL28	CD4_TRM.FibSmo	1	0	CD4_TRM	FibSmo	Bladder_cDNA	CD4_TRM	FibSmo	CD4_FibSmo	CD4	FibSmo
1407	ACKR2_CCL28	CD4_TRM.Mac	1	0	CD4_TRM	Mac	Bladder_cDNA	CD4_TRM	Mac	CD4_Myeloid	CD4	Myeloid
1408	ACKR2_CCL28	CD4_TRM.Mon	1	0	CD4_TRM	Mon	Bladder_cDNA	CD4_TRM	Mon	CD4_Myeloid	CD4	Myeloid
1409	ACKR2_CCL28	CD4_TRM.NK	1	0	CD4_TRM	NK	Bladder_cDNA	CD4_TRM	NK	CD4_NK	CD4	NK
1410	ACKR2_CCL28	CD4_TRM.Smo	1	0	CD4_TRM	Smo	Bladder_cDNA	CD4_TRM	Smo	CD4_Smo	CD4	Smo
1411	ACKR2_CCL28	CD8_TEFF.BEC	1	0	CD8_TEFF	BEC	Bladder_cDNA	CD8_TEFF	BEC	CD8_Endo	CD8	Endo
1412	ACKR2_CCL28	CD8_TEFF.CD4_TCM	1	0	CD8_TEFF	CD4_TCM	Bladder_cDNA	CD8_TEFF	CD4_TCM	CD8_CD4	CD8	CD4
1413	ACKR2_CCL28	CD8_TEFF.CD4_Th1	1	0	CD8_TEFF	CD4_Th1	Bladder_cDNA	CD8_TEFF	CD4_Th1	CD8_CD4	CD8	CD4
1414	ACKR2_CCL28	CD8_TEFF.CD4_TRM	1	0	CD8_TEFF	CD4_TRM	Bladder_cDNA	CD8_TEFF	CD4_TRM	CD8_CD4	CD8	CD4
1415	ACKR2_CCL28	CD8_TEFF.CD8_TEFF	1	0	CD8_TEFF	CD8_TEFF	Bladder_cDNA	CD8_TEFF	CD8_TEFF	CD8_CD8	CD8	CD8
1416	ACKR2_CCL28	CD8_TEFF.CD8_TEM	1	0	CD8_TEFF	CD8_TEM	Bladder_cDNA	CD8_TEFF	CD8_TEM	CD8_CD8	CD8	CD8
1417	ACKR2_CCL28	CD8_TEFF.CD8_TRM	1	0	CD8_TEFF	CD8_TRM	Bladder_cDNA	CD8_TEFF	CD8_TRM	CD8_CD8	CD8	CD8
1418	ACKR2_CCL28	CD8_TEFF.DC	1	0	CD8_TEFF	DC	Bladder_cDNA	CD8_TEFF	DC	CD8_Myeloid	CD8	Myeloid
1419	ACKR2_CCL28	CD8_TEFF.Epi_FABP4	1	0	CD8_TEFF	Epi_FABP4	Bladder_cDNA	CD8_TEFF	Epi	CD8_Epi	CD8	Epi
1420	ACKR2_CCL28	CD8_TEFF.Fib	1	0	CD8_TEFF	Fib	Bladder_cDNA	CD8_TEFF	Fib	CD8_Fib	CD8	Fib
1421	ACKR2_CCL28	CD8_TEFF.FibSmo	1	0	CD8_TEFF	FibSmo	Bladder_cDNA	CD8_TEFF	FibSmo	CD8_FibSmo	CD8	FibSmo
1422	ACKR2_CCL28	CD8_TEFF.Mac	1	0	CD8_TEFF	Mac	Bladder_cDNA	CD8_TEFF	Mac	CD8_Myeloid	CD8	Myeloid
1423	ACKR2_CCL28	CD8_TEFF.Mon	1	0	CD8_TEFF	Mon	Bladder_cDNA	CD8_TEFF	Mon	CD8_Myeloid	CD8	Myeloid
1424	ACKR2_CCL28	CD8_TEFF.NK	1	0	CD8_TEFF	NK	Bladder_cDNA	CD8_TEFF	NK	CD8_NK	CD8	NK
1425	ACKR2_CCL28	CD8_TEFF.Smo	1	0	CD8_TEFF	Smo	Bladder_cDNA	CD8_TEFF	Smo	CD8_Smo	CD8	Smo
1426	ACKR2_CCL28	CD8_TEM.BEC	1	0	CD8_TEM	BEC	Bladder_cDNA	CD8_TEM	BEC	CD8_Endo	CD8	Endo
1427	ACKR2_CCL28	CD8_TEM.CD4_TCM	1	0	CD8_TEM	CD4_TCM	Bladder_cDNA	CD8_TEM	CD4_TCM	CD8_CD4	CD8	CD4
1428	ACKR2_CCL28	CD8_TEM.CD4_Th1	1	0	CD8_TEM	CD4_Th1	Bladder_cDNA	CD8_TEM	CD4_Th1	CD8_CD4	CD8	CD4
1429	ACKR2_CCL28	CD8_TEM.CD4_TRM	1	0	CD8_TEM	CD4_TRM	Bladder_cDNA	CD8_TEM	CD4_TRM	CD8_CD4	CD8	CD4
1430	ACKR2_CCL28	CD8_TEM.CD8_TEFF	1	0	CD8_TEM	CD8_TEFF	Bladder_cDNA	CD8_TEM	CD8_TEFF	CD8_CD8	CD8	CD8
1431	ACKR2_CCL28	CD8_TEM.CD8_TEM	1	0	CD8_TEM	CD8_TEM	Bladder_cDNA	CD8_TEM	CD8_TEM	CD8_CD8	CD8	CD8
1432	ACKR2_CCL28	CD8_TEM.CD8_TRM	1	0	CD8_TEM	CD8_TRM	Bladder_cDNA	CD8_TEM	CD8_TRM	CD8_CD8	CD8	CD8
1433	ACKR2_CCL28	CD8_TEM.DC	1	0	CD8_TEM	DC	Bladder_cDNA	CD8_TEM	DC	CD8_Myeloid	CD8	Myeloid
1434	ACKR2_CCL28	CD8_TEM.Epi_FABP4	1	0	CD8_TEM	Epi_FABP4	Bladder_cDNA	CD8_TEM	Epi	CD8_Epi	CD8	Epi
1435	ACKR2_CCL28	CD8_TEM.Fib	1	0	CD8_TEM	Fib	Bladder_cDNA	CD8_TEM	Fib	CD8_Fib	CD8	Fib
1436	ACKR2_CCL28	CD8_TEM.FibSmo	1	0	CD8_TEM	FibSmo	Bladder_cDNA	CD8_TEM	FibSmo	CD8_FibSmo	CD8	FibSmo
1437	ACKR2_CCL28	CD8_TEM.Mac	1	0	CD8_TEM	Mac	Bladder_cDNA	CD8_TEM	Mac	CD8_Myeloid	CD8	Myeloid
1438	ACKR2_CCL28	CD8_TEM.Mon	1	0	CD8_TEM	Mon	Bladder_cDNA	CD8_TEM	Mon	CD8_Myeloid	CD8	Myeloid
1439	ACKR2_CCL28	CD8_TEM.NK	1	0	CD8_TEM	NK	Bladder_cDNA	CD8_TEM	NK	CD8_NK	CD8	NK
1440	ACKR2_CCL28	CD8_TEM.Smo	1	0	CD8_TEM	Smo	Bladder_cDNA	CD8_TEM	Smo	CD8_Smo	CD8	Smo
1441	ACKR2_CCL28	CD8_TRM.BEC	1	0	CD8_TRM	BEC	Bladder_cDNA	CD8_TRM	BEC	CD8_Endo	CD8	Endo
1442	ACKR2_CCL28	CD8_TRM.CD4_TCM	1	0	CD8_TRM	CD4_TCM	Bladder_cDNA	CD8_TRM	CD4_TCM	CD8_CD4	CD8	CD4
1443	ACKR2_CCL28	CD8_TRM.CD4_Th1	1	0	CD8_TRM	CD4_Th1	Bladder_cDNA	CD8_TRM	CD4_Th1	CD8_CD4	CD8	CD4
1444	ACKR2_CCL28	CD8_TRM.CD4_TRM	1	0	CD8_TRM	CD4_TRM	Bladder_cDNA	CD8_TRM	CD4_TRM	CD8_CD4	CD8	CD4
1445	ACKR2_CCL28	CD8_TRM.CD8_TEFF	1	0	CD8_TRM	CD8_TEFF	Bladder_cDNA	CD8_TRM	CD8_TEFF	CD8_CD8	CD8	CD8
1446	ACKR2_CCL28	CD8_TRM.CD8_TEM	1	0	CD8_TRM	CD8_TEM	Bladder_cDNA	CD8_TRM	CD8_TEM	CD8_CD8	CD8	CD8
1447	ACKR2_CCL28	CD8_TRM.CD8_TRM	1	0	CD8_TRM	CD8_TRM	Bladder_cDNA	CD8_TRM	CD8_TRM	CD8_CD8	CD8	CD8
1448	ACKR2_CCL28	CD8_TRM.DC	1	0	CD8_TRM	DC	Bladder_cDNA	CD8_TRM	DC	CD8_Myeloid	CD8	Myeloid
1449	ACKR2_CCL28	CD8_TRM.Epi_FABP4	1	0	CD8_TRM	Epi_FABP4	Bladder_cDNA	CD8_TRM	Epi	CD8_Epi	CD8	Epi
1450	ACKR2_CCL28	CD8_TRM.Fib	1	0	CD8_TRM	Fib	Bladder_cDNA	CD8_TRM	Fib	CD8_Fib	CD8	Fib
1451	ACKR2_CCL28	CD8_TRM.FibSmo	1	0	CD8_TRM	FibSmo	Bladder_cDNA	CD8_TRM	FibSmo	CD8_FibSmo	CD8	FibSmo
1452	ACKR2_CCL28	CD8_TRM.Mac	1	0	CD8_TRM	Mac	Bladder_cDNA	CD8_TRM	Mac	CD8_Myeloid	CD8	Myeloid
1453	ACKR2_CCL28	CD8_TRM.Mon	1	0	CD8_TRM	Mon	Bladder_cDNA	CD8_TRM	Mon	CD8_Myeloid	CD8	Myeloid
1454	ACKR2_CCL28	CD8_TRM.NK	1	0	CD8_TRM	NK	Bladder_cDNA	CD8_TRM	NK	CD8_NK	CD8	NK
1455	ACKR2_CCL28	CD8_TRM.Smo	1	0	CD8_TRM	Smo	Bladder_cDNA	CD8_TRM	Smo	CD8_Smo	CD8	Smo
1456	ACKR2_CCL28	DC.BEC	1	0	DC	BEC	Bladder_cDNA	DC	BEC	Myeloid_Endo	Myeloid	Endo
1457	ACKR2_CCL28	DC.CD4_TCM	1	0	DC	CD4_TCM	Bladder_cDNA	DC	CD4_TCM	Myeloid_CD4	Myeloid	CD4
1458	ACKR2_CCL28	DC.CD4_Th1	1	0	DC	CD4_Th1	Bladder_cDNA	DC	CD4_Th1	Myeloid_CD4	Myeloid	CD4
1459	ACKR2_CCL28	DC.CD4_TRM	1	0	DC	CD4_TRM	Bladder_cDNA	DC	CD4_TRM	Myeloid_CD4	Myeloid	CD4
1460	ACKR2_CCL28	DC.CD8_TEFF	1	0	DC	CD8_TEFF	Bladder_cDNA	DC	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
1461	ACKR2_CCL28	DC.CD8_TEM	1	0	DC	CD8_TEM	Bladder_cDNA	DC	CD8_TEM	Myeloid_CD8	Myeloid	CD8
1462	ACKR2_CCL28	DC.CD8_TRM	1	0	DC	CD8_TRM	Bladder_cDNA	DC	CD8_TRM	Myeloid_CD8	Myeloid	CD8
1463	ACKR2_CCL28	DC.DC	1	0	DC	DC	Bladder_cDNA	DC	DC	Myeloid_Myeloid	Myeloid	Myeloid
1464	ACKR2_CCL28	DC.Epi_FABP4	1	0.012	DC	Epi_FABP4	Bladder_cDNA	DC	Epi	Myeloid_Epi	Myeloid	Epi
1465	ACKR2_CCL28	DC.Fib	1	0.008	DC	Fib	Bladder_cDNA	DC	Fib	Myeloid_Fib	Myeloid	Fib
1466	ACKR2_CCL28	DC.FibSmo	1	0.008	DC	FibSmo	Bladder_cDNA	DC	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
1467	ACKR2_CCL28	DC.Mac	1	0	DC	Mac	Bladder_cDNA	DC	Mac	Myeloid_Myeloid	Myeloid	Myeloid
1468	ACKR2_CCL28	DC.Mon	1	0	DC	Mon	Bladder_cDNA	DC	Mon	Myeloid_Myeloid	Myeloid	Myeloid
1469	ACKR2_CCL28	DC.NK	1	0.022	DC	NK	Bladder_cDNA	DC	NK	Myeloid_NK	Myeloid	NK
1470	ACKR2_CCL28	DC.Smo	1	0.026	DC	Smo	Bladder_cDNA	DC	Smo	Myeloid_Smo	Myeloid	Smo
1471	ACKR2_CCL28	Epi_FABP4.BEC	1	0	Epi_FABP4	BEC	Bladder_cDNA	Epi	BEC	Epi_Endo	Epi	Endo
1472	ACKR2_CCL28	Epi_FABP4.CD4_TCM	1	0	Epi_FABP4	CD4_TCM	Bladder_cDNA	Epi	CD4_TCM	Epi_CD4	Epi	CD4
1473	ACKR2_CCL28	Epi_FABP4.CD4_Th1	1	0	Epi_FABP4	CD4_Th1	Bladder_cDNA	Epi	CD4_Th1	Epi_CD4	Epi	CD4
1474	ACKR2_CCL28	Epi_FABP4.CD4_TRM	1	0	Epi_FABP4	CD4_TRM	Bladder_cDNA	Epi	CD4_TRM	Epi_CD4	Epi	CD4
1475	ACKR2_CCL28	Epi_FABP4.CD8_TEFF	1	0	Epi_FABP4	CD8_TEFF	Bladder_cDNA	Epi	CD8_TEFF	Epi_CD8	Epi	CD8
1476	ACKR2_CCL28	Epi_FABP4.CD8_TEM	1	0	Epi_FABP4	CD8_TEM	Bladder_cDNA	Epi	CD8_TEM	Epi_CD8	Epi	CD8
1477	ACKR2_CCL28	Epi_FABP4.CD8_TRM	1	0	Epi_FABP4	CD8_TRM	Bladder_cDNA	Epi	CD8_TRM	Epi_CD8	Epi	CD8
1478	ACKR2_CCL28	Epi_FABP4.DC	1	0	Epi_FABP4	DC	Bladder_cDNA	Epi	DC	Epi_Myeloid	Epi	Myeloid
1479	ACKR2_CCL28	Epi_FABP4.Epi_FABP4	1	0	Epi_FABP4	Epi_FABP4	Bladder_cDNA	Epi	Epi	Epi_Epi	Epi	Epi
1480	ACKR2_CCL28	Epi_FABP4.Fib	1	0	Epi_FABP4	Fib	Bladder_cDNA	Epi	Fib	Epi_Fib	Epi	Fib
1481	ACKR2_CCL28	Epi_FABP4.FibSmo	1	0	Epi_FABP4	FibSmo	Bladder_cDNA	Epi	FibSmo	Epi_FibSmo	Epi	FibSmo
1482	ACKR2_CCL28	Epi_FABP4.Mac	1	0	Epi_FABP4	Mac	Bladder_cDNA	Epi	Mac	Epi_Myeloid	Epi	Myeloid
1483	ACKR2_CCL28	Epi_FABP4.Mon	1	0	Epi_FABP4	Mon	Bladder_cDNA	Epi	Mon	Epi_Myeloid	Epi	Myeloid
1484	ACKR2_CCL28	Epi_FABP4.NK	1	0	Epi_FABP4	NK	Bladder_cDNA	Epi	NK	Epi_NK	Epi	NK
1485	ACKR2_CCL28	Epi_FABP4.Smo	1	0	Epi_FABP4	Smo	Bladder_cDNA	Epi	Smo	Epi_Smo	Epi	Smo
1486	ACKR2_CCL28	Fib.BEC	1	0	Fib	BEC	Bladder_cDNA	Fib	BEC	Fib_Endo	Fib	Endo
1487	ACKR2_CCL28	Fib.CD4_TCM	1	0	Fib	CD4_TCM	Bladder_cDNA	Fib	CD4_TCM	Fib_CD4	Fib	CD4
1488	ACKR2_CCL28	Fib.CD4_Th1	1	0	Fib	CD4_Th1	Bladder_cDNA	Fib	CD4_Th1	Fib_CD4	Fib	CD4
1489	ACKR2_CCL28	Fib.CD4_TRM	1	0	Fib	CD4_TRM	Bladder_cDNA	Fib	CD4_TRM	Fib_CD4	Fib	CD4
1490	ACKR2_CCL28	Fib.CD8_TEFF	1	0	Fib	CD8_TEFF	Bladder_cDNA	Fib	CD8_TEFF	Fib_CD8	Fib	CD8
1491	ACKR2_CCL28	Fib.CD8_TEM	1	0	Fib	CD8_TEM	Bladder_cDNA	Fib	CD8_TEM	Fib_CD8	Fib	CD8
1492	ACKR2_CCL28	Fib.CD8_TRM	1	0	Fib	CD8_TRM	Bladder_cDNA	Fib	CD8_TRM	Fib_CD8	Fib	CD8
1493	ACKR2_CCL28	Fib.DC	1	0	Fib	DC	Bladder_cDNA	Fib	DC	Fib_Myeloid	Fib	Myeloid
1494	ACKR2_CCL28	Fib.Epi_FABP4	1	0.009	Fib	Epi_FABP4	Bladder_cDNA	Fib	Epi	Fib_Epi	Fib	Epi
1495	ACKR2_CCL28	Fib.Fib	1	0.006	Fib	Fib	Bladder_cDNA	Fib	Fib	Fib_Fib	Fib	Fib
1496	ACKR2_CCL28	Fib.FibSmo	1	0.006	Fib	FibSmo	Bladder_cDNA	Fib	FibSmo	Fib_FibSmo	Fib	FibSmo
1497	ACKR2_CCL28	Fib.Mac	1	0	Fib	Mac	Bladder_cDNA	Fib	Mac	Fib_Myeloid	Fib	Myeloid
1498	ACKR2_CCL28	Fib.Mon	1	0	Fib	Mon	Bladder_cDNA	Fib	Mon	Fib_Myeloid	Fib	Myeloid
1499	ACKR2_CCL28	Fib.NK	1	0.02	Fib	NK	Bladder_cDNA	Fib	NK	Fib_NK	Fib	NK
1500	ACKR2_CCL28	Fib.Smo	1	0.023	Fib	Smo	Bladder_cDNA	Fib	Smo	Fib_Smo	Fib	Smo
1501	ACKR2_CCL28	FibSmo.BEC	1	0	FibSmo	BEC	Bladder_cDNA	FibSmo	BEC	FibSmo_Endo	FibSmo	Endo
1502	ACKR2_CCL28	FibSmo.CD4_TCM	1	0	FibSmo	CD4_TCM	Bladder_cDNA	FibSmo	CD4_TCM	FibSmo_CD4	FibSmo	CD4
1503	ACKR2_CCL28	FibSmo.CD4_Th1	1	0	FibSmo	CD4_Th1	Bladder_cDNA	FibSmo	CD4_Th1	FibSmo_CD4	FibSmo	CD4
1504	ACKR2_CCL28	FibSmo.CD4_TRM	1	0	FibSmo	CD4_TRM	Bladder_cDNA	FibSmo	CD4_TRM	FibSmo_CD4	FibSmo	CD4
1505	ACKR2_CCL28	FibSmo.CD8_TEFF	1	0	FibSmo	CD8_TEFF	Bladder_cDNA	FibSmo	CD8_TEFF	FibSmo_CD8	FibSmo	CD8
1506	ACKR2_CCL28	FibSmo.CD8_TEM	1	0	FibSmo	CD8_TEM	Bladder_cDNA	FibSmo	CD8_TEM	FibSmo_CD8	FibSmo	CD8
1507	ACKR2_CCL28	FibSmo.CD8_TRM	1	0	FibSmo	CD8_TRM	Bladder_cDNA	FibSmo	CD8_TRM	FibSmo_CD8	FibSmo	CD8
1508	ACKR2_CCL28	FibSmo.DC	1	0	FibSmo	DC	Bladder_cDNA	FibSmo	DC	FibSmo_Myeloid	FibSmo	Myeloid
1509	ACKR2_CCL28	FibSmo.Epi_FABP4	1	0	FibSmo	Epi_FABP4	Bladder_cDNA	FibSmo	Epi	FibSmo_Epi	FibSmo	Epi
1510	ACKR2_CCL28	FibSmo.Fib	1	0	FibSmo	Fib	Bladder_cDNA	FibSmo	Fib	FibSmo_Fib	FibSmo	Fib
1511	ACKR2_CCL28	FibSmo.FibSmo	1	0	FibSmo	FibSmo	Bladder_cDNA	FibSmo	FibSmo	FibSmo_FibSmo	FibSmo	FibSmo
1512	ACKR2_CCL28	FibSmo.Mac	1	0	FibSmo	Mac	Bladder_cDNA	FibSmo	Mac	FibSmo_Myeloid	FibSmo	Myeloid
1513	ACKR2_CCL28	FibSmo.Mon	1	0	FibSmo	Mon	Bladder_cDNA	FibSmo	Mon	FibSmo_Myeloid	FibSmo	Myeloid
1514	ACKR2_CCL28	FibSmo.NK	1	0	FibSmo	NK	Bladder_cDNA	FibSmo	NK	FibSmo_NK	FibSmo	NK
1515	ACKR2_CCL28	FibSmo.Smo	1	0	FibSmo	Smo	Bladder_cDNA	FibSmo	Smo	FibSmo_Smo	FibSmo	Smo
1516	ACKR2_CCL28	Mac.BEC	1	0	Mac	BEC	Bladder_cDNA	Mac	BEC	Myeloid_Endo	Myeloid	Endo
1517	ACKR2_CCL28	Mac.CD4_TCM	1	0	Mac	CD4_TCM	Bladder_cDNA	Mac	CD4_TCM	Myeloid_CD4	Myeloid	CD4
1518	ACKR2_CCL28	Mac.CD4_Th1	1	0	Mac	CD4_Th1	Bladder_cDNA	Mac	CD4_Th1	Myeloid_CD4	Myeloid	CD4
1519	ACKR2_CCL28	Mac.CD4_TRM	1	0	Mac	CD4_TRM	Bladder_cDNA	Mac	CD4_TRM	Myeloid_CD4	Myeloid	CD4
1520	ACKR2_CCL28	Mac.CD8_TEFF	1	0	Mac	CD8_TEFF	Bladder_cDNA	Mac	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
1521	ACKR2_CCL28	Mac.CD8_TEM	1	0	Mac	CD8_TEM	Bladder_cDNA	Mac	CD8_TEM	Myeloid_CD8	Myeloid	CD8
1522	ACKR2_CCL28	Mac.CD8_TRM	1	0	Mac	CD8_TRM	Bladder_cDNA	Mac	CD8_TRM	Myeloid_CD8	Myeloid	CD8
1523	ACKR2_CCL28	Mac.DC	1	0	Mac	DC	Bladder_cDNA	Mac	DC	Myeloid_Myeloid	Myeloid	Myeloid
1524	ACKR2_CCL28	Mac.Epi_FABP4	1	0.016	Mac	Epi_FABP4	Bladder_cDNA	Mac	Epi	Myeloid_Epi	Myeloid	Epi
1525	ACKR2_CCL28	Mac.Fib	1	0.013	Mac	Fib	Bladder_cDNA	Mac	Fib	Myeloid_Fib	Myeloid	Fib
1526	ACKR2_CCL28	Mac.FibSmo	1	0.013	Mac	FibSmo	Bladder_cDNA	Mac	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
1527	ACKR2_CCL28	Mac.Mac	1	0	Mac	Mac	Bladder_cDNA	Mac	Mac	Myeloid_Myeloid	Myeloid	Myeloid
1528	ACKR2_CCL28	Mac.Mon	1	0	Mac	Mon	Bladder_cDNA	Mac	Mon	Myeloid_Myeloid	Myeloid	Myeloid
1529	ACKR2_CCL28	Mac.NK	1	0.026	Mac	NK	Bladder_cDNA	Mac	NK	Myeloid_NK	Myeloid	NK
1530	ACKR2_CCL28	Mac.Smo	1	0.03	Mac	Smo	Bladder_cDNA	Mac	Smo	Myeloid_Smo	Myeloid	Smo
1531	ACKR2_CCL28	Mon.BEC	1	0	Mon	BEC	Bladder_cDNA	Mon	BEC	Myeloid_Endo	Myeloid	Endo
1532	ACKR2_CCL28	Mon.CD4_TCM	1	0	Mon	CD4_TCM	Bladder_cDNA	Mon	CD4_TCM	Myeloid_CD4	Myeloid	CD4
1533	ACKR2_CCL28	Mon.CD4_Th1	1	0	Mon	CD4_Th1	Bladder_cDNA	Mon	CD4_Th1	Myeloid_CD4	Myeloid	CD4
1534	ACKR2_CCL28	Mon.CD4_TRM	1	0	Mon	CD4_TRM	Bladder_cDNA	Mon	CD4_TRM	Myeloid_CD4	Myeloid	CD4
1535	ACKR2_CCL28	Mon.CD8_TEFF	1	0	Mon	CD8_TEFF	Bladder_cDNA	Mon	CD8_TEFF	Myeloid_CD8	Myeloid	CD8
1536	ACKR2_CCL28	Mon.CD8_TEM	1	0	Mon	CD8_TEM	Bladder_cDNA	Mon	CD8_TEM	Myeloid_CD8	Myeloid	CD8
1537	ACKR2_CCL28	Mon.CD8_TRM	1	0	Mon	CD8_TRM	Bladder_cDNA	Mon	CD8_TRM	Myeloid_CD8	Myeloid	CD8
1538	ACKR2_CCL28	Mon.DC	1	0	Mon	DC	Bladder_cDNA	Mon	DC	Myeloid_Myeloid	Myeloid	Myeloid
1539	ACKR2_CCL28	Mon.Epi_FABP4	1	0	Mon	Epi_FABP4	Bladder_cDNA	Mon	Epi	Myeloid_Epi	Myeloid	Epi
1540	ACKR2_CCL28	Mon.Fib	1	0	Mon	Fib	Bladder_cDNA	Mon	Fib	Myeloid_Fib	Myeloid	Fib
1541	ACKR2_CCL28	Mon.FibSmo	1	0	Mon	FibSmo	Bladder_cDNA	Mon	FibSmo	Myeloid_FibSmo	Myeloid	FibSmo
1542	ACKR2_CCL28	Mon.Mac	1	0	Mon	Mac	Bladder_cDNA	Mon	Mac	Myeloid_Myeloid	Myeloid	Myeloid
1543	ACKR2_CCL28	Mon.Mon	1	0	Mon	Mon	Bladder_cDNA	Mon	Mon	Myeloid_Myeloid	Myeloid	Myeloid
1544	ACKR2_CCL28	Mon.NK	1	0	Mon	NK	Bladder_cDNA	Mon	NK	Myeloid_NK	Myeloid	NK
1545	ACKR2_CCL28	Mon.Smo	1	0	Mon	Smo	Bladder_cDNA	Mon	Smo	Myeloid_Smo	Myeloid	Smo
1546	ACKR2_CCL28	NK.BEC	1	0	NK	BEC	Bladder_cDNA	NK	BEC	NK_Endo	NK	Endo
1547	ACKR2_CCL28	NK.CD4_TCM	1	0	NK	CD4_TCM	Bladder_cDNA	NK	CD4_TCM	NK_CD4	NK	CD4
1548	ACKR2_CCL28	NK.CD4_Th1	1	0	NK	CD4_Th1	Bladder_cDNA	NK	CD4_Th1	NK_CD4	NK	CD4
1549	ACKR2_CCL28	NK.CD4_TRM	1	0	NK	CD4_TRM	Bladder_cDNA	NK	CD4_TRM	NK_CD4	NK	CD4
1550	ACKR2_CCL28	NK.CD8_TEFF	1	0	NK	CD8_TEFF	Bladder_cDNA	NK	CD8_TEFF	NK_CD8	NK	CD8
1551	ACKR2_CCL28	NK.CD8_TEM	1	0	NK	CD8_TEM	Bladder_cDNA	NK	CD8_TEM	NK_CD8	NK	CD8
1552	ACKR2_CCL28	NK.CD8_TRM	1	0	NK	CD8_TRM	Bladder_cDNA	NK	CD8_TRM	NK_CD8	NK	CD8
1553	ACKR2_CCL28	NK.DC	1	0	NK	DC	Bladder_cDNA	NK	DC	NK_Myeloid	NK	Myeloid
1554	ACKR2_CCL28	NK.Epi_FABP4	1	0	NK	Epi_FABP4	Bladder_cDNA	NK	Epi	NK_Epi	NK	Epi
1555	ACKR2_CCL28	NK.Fib	1	0	NK	Fib	Bladder_cDNA	NK	Fib	NK_Fib	NK	Fib
1556	ACKR2_CCL28	NK.FibSmo	1	0	NK	FibSmo	Bladder_cDNA	NK	FibSmo	NK_FibSmo	NK	FibSmo
1557	ACKR2_CCL28	NK.Mac	1	0	NK	Mac	Bladder_cDNA	NK	Mac	NK_Myeloid	NK	Myeloid
